date,1. open,2. high,3. low,4. close,5. volume
2026-04-02,9.86,9.86,9.86,9.86,988.0
2026-04-01,9.86,9.86,9.86,9.86,200042.0
2026-03-31,9.86,9.86,9.86,9.86,6124.0
2026-03-30,9.83,9.85,9.83,9.85,39633.0
2026-03-27,9.95,9.95,9.74,9.87,49427.0
2024-08-15,11.0,11.125,9.5245,9.75,37879.0
2024-08-14,10.76,11.7,9.5,11.2,46332.0
2024-08-13,9.11,11.97,8.7,10.15,63908.0
2024-08-12,11.1,11.4,9.0,9.4,19945.0
2024-08-09,10.42,12.2,8.7,11.39,63029.0
2024-08-08,10.77,12.5,9.52,10.3,88668.0
2024-08-07,13.63,13.63,10.6,10.6,29623.0
2024-08-06,10.89,14.5001,10.88,13.86,101850.0
2024-08-05,9.79,11.0,9.49,11.0,29921.0
2024-08-02,10.56,11.01,9.9296,10.54,9043.0
2024-08-01,8.31,11.63,8.31,10.45,106098.0
2024-07-31,9.01,9.01,8.1001,8.29,4370.0
2024-07-30,8.63,10.57,8.63,9.11,19186.0
2024-07-29,9.38,10.45,8.64,8.76,22930.0
2024-07-26,11.11,11.11,9.51,9.55,19115.0
2024-07-25,11.36,11.38,11.36,11.36,21264.0
2024-07-24,11.19,11.45,11.19,11.35,55325.0
2024-07-23,11.35,11.35,11.29,11.3,66475.0
2024-07-22,11.36,11.39,11.35,11.35,15677.0
2024-07-19,11.43,11.44,11.31,11.39,68975.0
2024-07-18,11.38,11.45,11.35,11.425,48392.0
2024-07-17,11.63,11.8,11.32,11.38,94747.0
2024-07-16,11.96,11.9955,11.75,11.75,18328.0
2024-07-15,11.64,12.35,11.56,11.97,187094.0
2024-07-12,11.61,11.65,11.4901,11.6001,102715.0
2024-07-11,11.4864,11.5,11.44,11.48,100235.0
2024-07-10,11.425,11.5,11.4,11.5,127421.0
2024-07-09,11.401,11.401,11.4,11.4,616.0
2024-07-08,11.401,11.45,11.401,11.425,546.0
2024-07-05,11.4,11.45,11.4,11.45,249.0
2024-07-03,11.37,11.5,11.37,11.5,405.0
2024-07-02,11.44,11.44,11.44,11.44,73.0
2024-07-01,11.44,11.44,11.44,11.44,123.0
2024-06-28,11.37,11.44,11.37,11.44,4196.0
2024-06-27,11.45,11.45,11.45,11.45,421.0
2024-06-26,11.53,11.53,11.43,11.43,2443.0
2024-06-25,11.45,11.47,11.37,11.4304,42315.0
2024-06-24,11.43,11.5,11.43,11.44,22967.0
2024-06-21,11.435,11.442,11.38,11.42,12384.0
2024-06-20,11.3698,11.495,11.364,11.45,8912.0
2024-06-18,11.36,11.48,11.36,11.48,6707.0
2024-06-17,11.5,11.5,11.41,11.41,4996.0
2024-06-14,11.53,11.53,11.47,11.49,47198.0
2024-06-13,11.53,11.53,11.4,11.465,15832.0
2024-06-12,11.4001,11.475,11.4,11.405,3913.0
2024-06-11,11.37,11.45,11.37,11.4,2720.0
2024-06-10,11.55,11.55,11.4429,11.55,2823.0
2024-06-07,11.4003,11.48,11.4003,11.48,5952.0
2024-06-06,11.3724,11.51,11.25,11.46,77735.0
2024-06-05,11.5,11.59,11.42,11.5,13444.0
2024-06-04,11.465,11.52,11.38,11.4,1612.0
2024-06-03,11.46,11.485,11.374,11.38,7332.0
2024-05-31,11.5,11.55,11.41,11.55,64876.0
