date,1. open,2. high,3. low,4. close,5. volume
2026-03-02,0.92,1.01,0.92,0.99,19193.0
2026-02-27,1.0024,1.04,1.0024,1.02,8593.0
2026-02-26,0.9903,1.065,0.9602,0.9824,9897.0
2026-02-25,0.9523,1.0352,0.951,1.0,5573.0
2026-02-24,0.9388,0.972,0.9302,0.9304,5318.0
2026-02-23,0.891,0.9472,0.891,0.9388,11569.0
2026-02-20,0.88,0.91,0.88,0.91,20097.0
2026-02-19,0.88,0.91,0.88,0.88,8373.0
2026-02-18,0.8901,0.9259,0.88,0.8801,7489.0
2026-02-17,0.87,0.917,0.87,0.8899,12544.0
2026-02-13,0.88,0.9,0.88,0.894,1805.0
2026-02-12,0.83,0.9,0.83,0.88,15754.0
2026-02-11,0.8408,0.9658,0.8408,0.9279,4402.0
2026-02-10,0.881,0.9664,0.88,0.88,17926.0
2026-02-09,0.9049,0.9049,0.8823,0.8977,7068.0
2026-02-06,0.8252,0.905,0.8252,0.89,5204.0
2026-02-05,0.8652,0.9048,0.83,0.9048,5962.0
2026-02-04,0.88,0.9,0.8675,0.8675,3210.0
2026-02-03,1.04,1.04,0.8252,0.9,37046.0
2026-02-02,1.07,1.07,1.0201,1.03,4499.0
2026-01-30,1.1,1.1499,1.08,1.12,4427.0
2026-01-29,1.1,1.15,1.1,1.135,19199.0
2026-01-28,1.13,1.1481,1.13,1.145,4714.0
2026-01-27,1.1326,1.15,1.09,1.15,19185.0
2026-01-26,1.1,1.15,1.0705,1.1,15771.0
2026-01-23,1.08,1.165,1.08,1.11,17089.0
2026-01-22,1.05,1.1,1.05,1.1,6237.0
2026-01-21,1.02,1.07,1.01,1.07,11091.0
2026-01-20,1.08,1.15,1.01,1.07,35665.0
2026-01-16,1.04,1.32,0.95,1.16,97673.0
2026-01-15,1.03,1.0884,1.02,1.02,12111.0
2026-01-14,0.95,1.03,0.95,1.01,12673.0
2026-01-13,0.96,0.96,0.94,0.94,12942.0
2026-01-12,0.88,0.96,0.8603,0.9354,31662.0
2026-01-09,0.884,0.9136,0.87,0.8999,8313.0
